,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
2844,Madison Czopek,Says Sen. Cory Booker wants to require a federal license for gun owners but criticizes voter ID laws as discriminatory.,Viral image,"March 30, 2021",mostly-true,FAKE,0
2845,Eric Litke,"Judge Jeff Davis ""spent years defending a convicted cop killer"" and ""tried to get him off the hook.""",Shelley Grogan,"March 30, 2021",half-true,FAKE,0
2846,Warren Fiske,“There is no discernible difference between the spread and deaths of COVID in Virginia than there is in Florida.”,Pete Snyder,"March 30, 2021",false,FAKE,0
2847,Tom Kertscher,"“Less than 500 people a year killed by all rifles combined” and “4,000 a year killed by illegals.”",Facebook posts,"March 30, 2021",barely-true,FAKE,0
2848,Tom Kertscher,"Says the suspected Boulder mass shooter is a Muslim ""who entered illegally from Mexico and purchased the firearm from a guy that sells stolen guns.""",Facebook posts,"March 30, 2021",barely-true,FAKE,0
2849,Bill McCarthy,“Toxicology report was made public by the MN prosecution revealing the cause of George Floyd’s death was a fentanyl overdose.”,Facebook posts,"March 30, 2021",false,FAKE,0
2850,Gabrielle Settles,"Says Jimmy Kimmel, Jimmy Fallon and Stephen Colbert are “still not doing Biden jokes.""",Facebook posts,"March 30, 2021",false,FAKE,0
2851,Samantha Putterman,Says Google Earth blocked people from seeing the Suez Canal.,Facebook posts,"March 29, 2021",false,FAKE,0
2852,Miriam Valverde,“We spent billions on a border wall and quit when it was 90% finished.”,Facebook posts,"March 29, 2021",barely-true,FAKE,0
2853,Amy Sherman,A Georgia law has not “criminalized giving people bottles of water.” It pertains to political organizations.,Josh Holmes,"March 29, 2021",barely-true,FAKE,0
2854,Louis Jacobson,"""There are 43 states that have now passed voter suppression laws.""",James Clyburn,"March 29, 2021",false,FAKE,0
2855,Paul Specht,"""Joe Biden forced the U.S. Attorney for the Eastern District of North Carolina to resign after 24 people were charged with election fraud and the Mainstream Media never even batted an eyelash.""",Tweets,"March 29, 2021",barely-true,FAKE,0
2856,Noah Y.,Nike and Lil Nas X are launching “demonic shoes” containing human blood.,Facebook posts,"• March 29,",half-true,FAKE,0
2857,Brandon Mulder,"""We began seeing the increase in unaccompanied minors going back to last April 2020. This is not something that happened as a result of Joe Biden becoming president.”",Veronica Escobar,"March 29, 2021",half-true,FAKE,0
2858,Michael Majchrowicz,“In a vegan world there would be no pandemics. 100% of pandemics are zoonotic in origin.”,Facebook posts,"March 29, 2021",barely-true,FAKE,0
2859,Bill McCarthy,"""Ted Cruz says owning a gun should be as hassle free as owning a car, which as I recall requires a license and registration.""",Facebook posts,"March 29, 2021",false,FAKE,0
2860,Madeline Heim,"“There’s still (only) a handful of school districts"" doing no in-person instruction.",Tony Evers,"March 29, 2021",true,REAL,1
2861,Louis Jacobson,"“In a majority of states, new voters are able to obtain a rifle quicker than they’re able to cast their first ballot.”",Alex Padilla,"March 29, 2021",mostly-true,FAKE,0
2862,Jon Greenberg,"The Democratic clean energy plan is pro-China, because ""90% of the solar panels, 80% of the wind machines, 90% of the rare earth minerals … are in Asia or in China.”",Cathy McMorris Rodgers,"March 29, 2021",half-true,FAKE,0
2863,Miriam Valverde,"Says there was a “28% increase in children to the border in my administration” and “31% … in 2019.” The increase in migration in January, February and March “happens every year.”",Joe Biden,"March 26, 2021",barely-true,FAKE,0
2864,Taylor Goldenstein,"""Since 2006 Texas has given $19B in taxpayer subsidies to wind energy companies. Over the past 2-3 years Texas has tripled our dependence on wind energy to 23-25 percent of our energy distribution system.""",Allen West,"March 26, 2021",false,FAKE,0
2865,Julie Appleby,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",Rand Paul,"March 26, 2021",half-true,FAKE,0
2866,Eric Litke,“You can’t tell me they can (develop a safe vaccine) in eight to 10 months. Or a year. It takes more time than that.”,James Edming,"March 26, 2021",pants-fire,FAKE,0
2867,Amy Sherman,“Republicans recently passed a bill to eliminate early voting on Sunday” in Georgia,Charles Schumer,"March 26, 2021",barely-true,FAKE,0
2868,Haley BeMiller,"The latest stimulus package ""sends stimulus checks to imprisoned murderers, rapists, and child molesters.”",Julian Bradley,"March 26, 2021",mostly-true,FAKE,0
2869,Miriam Valverde,“We’re sending back the vast majority of the families that are coming.”,Joe Biden,"March 25, 2021",false,FAKE,0
2870,Ciara O'Rourke,Bull sharks were released in an Arkansas river.,Viral image,"March 25, 2021",false,FAKE,0
2871,Landon Allison,“We had the highest number of (military) sexual assaults ever reported in the last year” and “we had the lowest conviction rate and the lowest prosecution rate.”,Kirsten Gillibrand,"March 25, 2021",mostly-true,FAKE,0
2872,Ciara O'Rourke,Passports aren’t required to enter the United States from Mexico and Canada.,Facebook posts,"March 25, 2021",barely-true,FAKE,0
2873,Daniel Funke,"""Suez Canal blocked by huge container ship named Evergreen. Evergreen shipping is most likely a cover for human and sex trafficking” by Hillary Clinton.",Facebook posts,"March 25, 2021",pants-fire,FAKE,0
2874,Duncan Slade,West Virginia “is the only state to decline in population over the last 70 years”,Jim Justice,"March 25, 2021",true,REAL,1
2875,Bill McCarthy,"A CNN chyron said the Boulder “shooter was factually Arabic, but morally white.”",Facebook posts,"March 25, 2021",pants-fire,FAKE,0
2876,Bill McCarthy,"""In 2004, George W. Bush lifted the ban on those (AR-15 type) rifles, and since then, the number of massacres has increased 183%. During the ban, there were 12 incidents. Since he lifted the ban, there were 34 incidents.""",Joy Behar,"March 25, 2021",half-true,FAKE,0
2877,Tom Kertscher,"""80% of people taking the Moderna vaccine had significant side effects, via Bill Gates.""",Facebook posts,"March 25, 2021",false,FAKE,0
2878,Paul Specht,"""Illegal border crossings are up 173% from 1 year ago and 28% since January when President Biden stopped the wall & deportations and started catch & release.""",Richard Hudson,"March 25, 2021",half-true,FAKE,0
2879,Laura Schulte,"“Right now, two-thirds of the U.S. Senate is composed of millionaires.”",Tom Nelson,"March 25, 2021",mostly-true,FAKE,0
2880,Daniel Funke,“New information coming in that Boulder shooter was a Syrian refugee who arrived via Obama-era asylum programs.”,Jack Posobiec,"March 24, 2021",barely-true,FAKE,0
2881,Amy Sherman,"""We proudly handed the Biden administration the most secure border in history. All they had to do was keep this smooth-running system on autopilot.”",Donald Trump,"March 24, 2021",barely-true,FAKE,0
2882,Miriam Valverde,The border surge is “challenging” because the immigration system that had been in place for decades “was dismantled in its entirety by the Trump administration.”,Alejandro Mayorkas,"March 24, 2021",half-true,FAKE,0
2883,Noah Y.,"The “president of Drag Queen Story Hour” was “arrested, charged with child pornography.”",Facebook posts,"• March 24,",false,FAKE,0
2884,Jon Greenberg,These 11 mass shootings involved an AR-15-style weapon.,Viral image,"March 24, 2021",mostly-true,FAKE,0
2885,Tom Kertscher,"“Finally, a judge has ruled Dominion voting machines were designed to create fraud.”",Facebook posts,"March 23, 2021",false,FAKE,0
2886,Eric Litke,"“There was no violence on the Senate side, in terms of the chamber.”",Ron Johnson,"March 23, 2021",barely-true,FAKE,0
2887,Ciara O'Rourke,"“Last week, the Colorado Supreme Court declared that Boulder’s AR-15 ban was unconstitutional. Today, there was a mass shooting in Boulder.”",Viral image,"March 23, 2021",half-true,FAKE,0
2888,Daniel Funke,"The shooting in Boulder, Colo., was a ""false flag like most of the others.""",Facebook posts,"March 23, 2021",pants-fire,FAKE,0
2889,Bill McCarthy,The southern U.S. border “is now open to anyone from anywhere in the world who wishes to enter our country.”,Jeanine Pirro,"March 23, 2021",false,FAKE,0
2890,Ciara O'Rourke,“Texas has launched ‘Operation Lone Star’ to finish the border wall themselves.”,Facebook posts,"March 23, 2021",false,FAKE,0
2891,Ciara O'Rourke,"Gas costs $7.89 at a station in Albuquerque, New Mexico.",Viral image,"March 23, 2021",false,FAKE,0
2892,Louis Jacobson,"Under H.R. 1, the Federal Election Commission “for the first time ever, instead of being an equal number of Republicans and Democrats (would be) three of one side and two of the other.""",Roy Blunt,"March 22, 2021",barely-true,FAKE,0
2893,Samantha Putterman,The movie “I am Legend” was based in the year 2021 and people turned into zombies “because of the wrong vaccine.”,Facebook posts,"March 22, 2021",false,FAKE,0
2894,Ciara O'Rourke,“Jamaica has not recorded any case of the coronavirus.”,Viral image,"March 22, 2021",pants-fire,FAKE,0
2895,Andy Nguyen,Aluminum “is in the vaccine” and will hurt the brain.,Instagram posts,"March 22, 2021",false,FAKE,0
2896,Noah Y.,"“Joe Biden and Kamala Harris forced our troops to sleep on the floor of a garage, yet has authorized $89 million for hotel rooms for illegal immigrants.”",Facebook posts,"• March 22,",barely-true,FAKE,0
2897,Ciara O'Rourke,Says Disneyland is enforcing a “no scream” policy on roller coasters.,Viral image,"March 22, 2021",false,FAKE,0
2898,Ciara O'Rourke,Video “proves 100% that President Joe Biden is not a ‘human’ being.”,Viral image,"March 22, 2021",pants-fire,FAKE,0
2899,Warren Fiske,"“If you look at the average teacher pay compared to the average pay of your citizens, Virginia ranks last.”",Terry McAuliffe,"March 22, 2021",true,REAL,1
2900,Daniel Funke,“You will need a WHO Yellow Vaccination Passport if you plan on traveling internationally once borders open.”,TikTok posts,"March 22, 2021",barely-true,FAKE,0
2901,Kiannah Sepeda-Miller,The American Rescue Plan Act “does not” include “checks and balances” on how funds for state and local governments can be spent.,Mike Bost,"March 21, 2021",half-true,FAKE,0
2902,Samantha Putterman,"“Pelosi’s $1.9 trillion bailout gives EVERY federal employee a $21,000 bonus check… they never lost their job!”",Facebook posts,"March 19, 2021",false,FAKE,0
2903,Bill McCarthy,"“Black Lives Matter of Atlanta Charged with Wire Fraud, Money Laundering and Allegedly Using almost 500k in Donations For Personal Use.”",Tweets,"March 19, 2021",false,FAKE,0
2904,Jill Terreri,"""If you are a hard-working law-abiding citizen who earns $80,000, you don’t get a stimulus check. But if you are a convicted murderer or rapist sitting in jail, you do.""",Nicole Malliotakis,"• March 19,",mostly-true,FAKE,0
2905,Michael Majchrowicz,"Says Burisma admitted in a Ukrainian court to paying Joe Biden $900,000.",Facebook posts,"March 19, 2021",false,FAKE,0
2906,Noah Y.,A CDC study found that “mask mandates made no statistical difference” on coronavirus case rates.,Bloggers,"• March 19,",pants-fire,FAKE,0
2907,Eric Litke,"""We’ve had more voter turnout since voter ID was passed than ever before.""",Duey Stroebel,"March 19, 2021",barely-true,FAKE,0
2908,William Skipworth,"By ending the Keystone XL Pipeline project, President Joe Biden “imperiled one of Donald Trump's most significant achievements, which was that we had achieved American energy independence.”",Eric Greitens,"March 19, 2021",barely-true,FAKE,0
2909,Amy Sherman,"""When I became governor, we banned sanctuary cities and we also did E-Verify.""",Ron DeSantis,"March 19, 2021",mostly-true,FAKE,0
2910,Ciara O'Rourke,"Says Candace Owens tweeted, “Yes, my husband did cheat on me with my brother. Yes, he said no when I asked to join.”",Viral image,"March 19, 2021",false,FAKE,0
2911,Haley BeMiller,"""Pot today is not the weed baby boomers were smoking.""",Barbara Dittrich,"March 19, 2021",true,REAL,1
2912,Ciara O'Rourke,Video shows Joe Biden faked an interview in front of a green screen.,YouTube videos,"March 18, 2021",pants-fire,FAKE,0
2913,Samantha Putterman,The Atlanta shooting suspect wrote an anti-China post on Facebook prior to the shootings.,Facebook posts,"March 18, 2021",false,FAKE,0
2914,Ciara O'Rourke,“70% of Georgians said they would vote for Trump in 2024.”,Mike Huckabee,"March 18, 2021",false,FAKE,0
2915,Jon Greenberg,“Democrats have accomplished a lot in just 2 months ... 1 Million energy jobs destroyed.”,Kevin McCarthy,"March 17, 2021",pants-fire,FAKE,0
2916,Sudiksha Kochi,Says Meghan Markle tweeted about Oprah Winfrey following her primetime interview.,Viral image,"March 17, 2021",pants-fire,FAKE,0
2917,Bill McCarthy,"The Washington Post was ""forced to correct what (Donald Trump) told the secretary of state of Georgia.”",Maria Bartiromo,"March 17, 2021",false,FAKE,0
2918,Samantha Putterman,A photo shows a recent White House event was actually filmed at Tyler Perry Studios in Atlanta.,Facebook posts,"March 17, 2021",pants-fire,FAKE,0
2919,Ciara O'Rourke,“Actor Tom Hanks has passed away age 63.”,Viral image,"March 17, 2021",pants-fire,FAKE,0
2920,Daniel Funke,"Says Joe Biden is “now saying he inherited ‘a mess’ at the border. Fact: 9,000 illegals all of 2020. So far in 2021 108,000 entered U.S.”",Facebook posts,"March 17, 2021",false,FAKE,0
2921,Ciara O'Rourke,"Says Kamala Harris said, “We will be shuttering the VA… the money saved will go to better use in assisting refugee families.”",Viral image,"March 17, 2021",pants-fire,FAKE,0
